video_path,class_label
split-videos/train\Naadi\20241002_121624_flip.mp4,Naadi
split-videos/train\Guy\20241002_112412_flip.mp4,Guy
split-videos/train\Khairo\Dataset02 (12)_slow_down.mp4,Khairo
split-videos/train\Poush\20241003_120902_speed_up.mp4,Poush
split-videos/train\Naang\20241008_091819_speed_up.mp4,Naang
split-videos/train\Amilo\20241001_152509_color_jitter.mp4,Amilo
split-videos/train\Poush\20241014_093156_slow_down.mp4,Poush
split-videos/train\Hathi\20241008_101140_brightness.mp4,Hathi
split-videos/train\Mahina\20241003_085500_brightness.mp4,Mahina
split-videos/train\Amilo\20241014_092627_rotate.mp4,Amilo
split-videos/train\Naang\20241014_094053_flip.mp4,Naang
split-videos/train\Kharayo\20241003_115946_rotate.mp4,Kharayo
split-videos/train\Mahina\dataset 03 (18)_rotate.mp4,Mahina
split-videos/train\Amilo\20241003_091237_color_jitter.mp4,Amilo
split-videos/train\Hathi\20241008_094339_flip.mp4,Hathi
split-videos/train\Sungur\Dataset01 (19)_flip.mp4,Sungur
split-videos/train\Guy\20241003_121306_rotate.mp4,Guy
split-videos/train\Nariwal\20241003_114603_noise.mp4,Nariwal
split-videos/train\Shau\20241014_093851_speed_up.mp4,Shau
split-videos/train\Hathi\20241008_091831_flip.mp4,Hathi
split-videos/train\Hariyo\Dataset01 (7)_slow_down.mp4,Hariyo
split-videos/train\Kera\20241008_091655_brightness.mp4,Kera
split-videos/train\Khairo\20241002_104443_noise.mp4,Khairo
split-videos/train\Ghar\20241003_091420_rotate.mp4,Ghar
split-videos/train\Falful\20241008_094629_noise.mp4,Falful
split-videos/train\Naadi\20241003_115819_brightness.mp4,Naadi
split-videos/train\Falful\20241008_094629_slow_down.mp4,Falful
split-videos/train\Guy\20241006_094307_flip.mp4,Guy
split-videos/train\Poush\20241003_091227_slow_down.mp4,Poush
split-videos/train\Sungur\20241002_112442_noise.mp4,Sungur
split-videos/train\Kera\20241008_094124_noise.mp4,Kera
split-videos/train\Naang\20241008_101128_noise.mp4,Naang
split-videos/train\Sungur\20241002_105015_brightness.mp4,Sungur
split-videos/train\Jestha\20241006_082542_brightness.mp4,Jestha
split-videos/train\Saag\20241014_093956_brightness.mp4,Saag
split-videos/train\Khairo\20241003_114431_speed_up.mp4,Khairo
split-videos/train\Hariyo\20241002_111737_flip.mp4,Hariyo
split-videos/train\Baisakh\20241002_104210_flip.mp4,Baisakh
split-videos/train\Falful\20241001_152707_noise.mp4,Falful
split-videos/train\Jestha\20241003_085542_speed_up.mp4,Jestha
split-videos/train\Falful\20241003_115610_speed_up.mp4,Falful
split-videos/train\Saag\Dataset02 (17)_noise.mp4,Saag
split-videos/train\Naang\20241008_091819_brightness.mp4,Naang
split-videos/train\Jestha\20241002_111405_noise.mp4,Jestha
split-videos/train\Falful\20241008_091634_rotate.mp4,Falful
split-videos/train\Amilo\20241003_115353_color_jitter.mp4,Amilo
split-videos/train\Kera\20241006_090812_noise.mp4,Kera
split-videos/train\Amilo\20241014_093749_noise.mp4,Amilo
split-videos/train\Hathi\dataset 03 (14)_brightness.mp4,Hathi
split-videos/train\Shau\20241002_121343_noise.mp4,Shau
split-videos/train\Sungur\20241008_094405_speed_up.mp4,Sungur
split-videos/train\Sungur\20241002_112442_speed_up.mp4,Sungur
split-videos/train\Jestha\20241006_093802_noise.mp4,Jestha
split-videos/train\Naang\20241003_091438_brightness.mp4,Naang
split-videos/train\Jestha\20241006_082542_slow_down.mp4,Jestha
split-videos/train\Kera\20241002_112105_color_jitter.mp4,Kera
split-videos/train\Naadi\20241014_093021_speed_up.mp4,Naadi
split-videos/train\Kera\20241003_121106_speed_up.mp4,Kera
split-videos/train\Saag\20241003_121137_flip.mp4,Saag
split-videos/train\Jestha\20241008_100759_speed_up.mp4,Jestha
split-videos/train\Jestha\20241008_100759_flip.mp4,Jestha
split-videos/train\Amilo\20241003_115353_flip.mp4,Amilo
split-videos/train\Gundruk\20241003_114656_brightness.mp4,Gundruk
split-videos/train\Saag\20241002_121527_slow_down.mp4,Saag
split-videos/train\Amilo\20241003_120921_color_jitter.mp4,Amilo
split-videos/train\Poush\20241003_085559_flip.mp4,Poush
split-videos/train\Shau\20241003_121017_brightness.mp4,Shau
split-videos/train\Baisakh\Dataset02 (8)_brightness.mp4,Baisakh
split-videos/train\Hariyo\20241003_091247_slow_down.mp4,Hariyo
split-videos/train\Saag\20241003_114639_speed_up.mp4,Saag
split-videos/train\Poush\20241006_082626_rotate.mp4,Poush
split-videos/train\Gundruk\20241008_101041_noise.mp4,Gundruk
split-videos/train\Hariyo\20241003_085630_noise.mp4,Hariyo
split-videos/train\Guy\20241008_101153_color_jitter.mp4,Guy
split-videos/train\Hathi\20241006_094238_speed_up.mp4,Hathi
split-videos/train\Hariyo\dataset 03 (16)_flip.mp4,Hariyo
split-videos/train\Jestha\20241014_093706_rotate.mp4,Jestha
split-videos/train\Sungur\Dataset02 (9)_brightness.mp4,Sungur
split-videos/train\Baisakh\20241008_091447_rotate.mp4,Baisakh
split-videos/train\Guy\20241006_083706_rotate.mp4,Guy
split-videos/train\Naadi\Dataset02 (20)_noise.mp4,Naadi
split-videos/train\Hariyo\20241003_115417_slow_down.mp4,Hariyo
split-videos/train\Saag\20241006_094105_noise.mp4,Saag
split-videos/train\Kera\20241001_152736_flip.mp4,Kera
split-videos/train\Nariwal\20241002_104734_slow_down.mp4,Nariwal
split-videos/train\Kera\20241003_114547_flip.mp4,Kera
split-videos/train\Sungur\20241003_091511_brightness.mp4,Sungur
split-videos/train\Naang\20241002_121652_color_jitter.mp4,Naang
split-videos/train\Sungur\20241006_091040_rotate.mp4,Sungur
